circuit,num_qubits,num_nodes,num_quantum_nodes,num_classical_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,partitions_checked,search_completed,optimal_qubit_counts,heuristic_qubit_counts,optimal_classical_counts,heuristic_classical_counts
graphstate_indep_qiskit_9,9,81,72,9,63,3,1.2,4,20.0,40.0,2.0,66.44247794151306,0.0007297992706298828,NODE-LEVEL-TIMED,67,False,"[4, 4, 4]","[4, 4, 4]","[4, 2, 3]","[3, 3, 3]"
graphstate_indep_qiskit_9,9,81,72,9,63,3,1.3,4,20.0,40.0,2.0,66.53775095939636,0.0007381439208984375,NODE-LEVEL-TIMED,67,False,"[4, 4, 4]","[4, 4, 4]","[4, 2, 3]","[3, 3, 3]"
grover-noancilla_indep_qiskit_10,10,156396,156386,10,130376,3,1.0,4,114416.0,252200.0,2.2042371696266256,1200.377918958664,2343.0594732761383,NODE-LEVEL-TIMED,17878,False,"[4, 4, 2]","[4, 4, 4]","[10, 0, 0]","[4, 3, 3]"
grover-noancilla_indep_qiskit_10,10,156396,156386,10,130376,3,1.1,4,114416.0,252200.0,2.2042371696266256,1200.3491759300232,2340.308240890503,NODE-LEVEL-TIMED,17930,False,"[4, 4, 2]","[4, 4, 4]","[10, 0, 0]","[4, 3, 3]"
grover-noancilla_indep_qiskit_10,10,156396,156386,10,130376,3,1.2,4,114416.0,252200.0,2.2042371696266256,1200.6116979122162,2343.9475038051605,NODE-LEVEL-TIMED,17897,False,"[4, 4, 2]","[4, 4, 4]","[10, 0, 0]","[4, 3, 3]"
grover-noancilla_indep_qiskit_10,10,156396,156386,10,130376,3,1.3,5,85005.0,245190.0,2.884418563613905,1200.6074628829956,2518.9657690525055,NODE-LEVEL-TIMED,9245,False,"[5, 5, 0]","[5, 5, 5]","[10, 0, 0]","[5, 4, 1]"
grover-noancilla_indep_qiskit_6,6,2222,2216,6,1864,3,1.0,2,2400.0,1100.0,0.4583333333333333,0.3287379741668701,0.3932020664215088,NODE-LEVEL-TIMED,5,False,"[2, 2, 2]","[2, 2, 2]","[2, 2, 2]","[4, 1, 1]"
grover-noancilla_indep_qiskit_6,6,2222,2216,6,1864,3,1.1,3,2800.0,2870.0,1.025,600.0031208992004,0.34851527214050293,NODE-LEVEL-TIMED,4,False,"[3, 3, 3]","[3, 3, 3]","[3, 3, 0]","[3, 2, 1]"
grover-noancilla_indep_qiskit_6,6,2222,2216,6,1864,3,1.2,3,2800.0,2870.0,1.025,600.0030388832092,0.352219820022583,NODE-LEVEL-TIMED,4,False,"[3, 3, 3]","[3, 3, 3]","[3, 3, 0]","[3, 2, 1]"
grover-noancilla_indep_qiskit_6,6,2222,2216,6,1864,3,1.3,3,2800.0,2870.0,1.025,600.002879858017,0.3488030433654785,NODE-LEVEL-TIMED,4,False,"[3, 3, 3]","[3, 3, 3]","[3, 3, 0]","[3, 2, 1]"
grover-noancilla_indep_qiskit_8,8,18280,18272,8,15248,3,1.0,3,17365.0,18520.0,1.0665131010653615,613.4345717430115,27.684463024139404,NODE-LEVEL-TIMED,6561,True,"[3, 3, 2]","[3, 3, 3]","[8, 0, 0]","[4, 2, 2]"
grover-noancilla_indep_qiskit_8,8,18280,18272,8,15248,3,1.1,3,17365.0,18520.0,1.0665131010653615,613.0157401561737,26.75767493247986,NODE-LEVEL-TIMED,6561,True,"[3, 3, 2]","[3, 3, 3]","[8, 0, 0]","[4, 2, 2]"
grover-noancilla_indep_qiskit_8,8,18280,18272,8,15248,3,1.2,4,12244.0,27100.0,2.213328977458347,636.944568157196,26.266340017318726,NODE-LEVEL-TIMED,6561,True,"[4, 4, 0]","[4, 4, 4]","[8, 0, 0]","[4, 3, 1]"
grover-noancilla_indep_qiskit_8,8,18280,18272,8,15248,3,1.3,4,12244.0,27100.0,2.213328977458347,636.9326388835907,25.889714002609253,NODE-LEVEL-TIMED,6561,True,"[4, 4, 0]","[4, 4, 4]","[8, 0, 0]","[4, 3, 1]"
grover-noancilla_indep_qiskit_9,9,55083,55074,9,45930,3,1.0,3,52926.0,27800.0,0.5252616861278011,643.3946907520294,255.59193396568298,NODE-LEVEL-TIMED,19683,True,"[3, 3, 3]","[3, 3, 3]","[9, 0, 0]","[5, 2, 2]"
grover-noancilla_indep_qiskit_9,9,55083,55074,9,45930,3,1.1,4,39485.0,86470.0,2.1899455489426365,886.4504539966583,253.06731700897217,NODE-LEVEL-TIMED,19683,True,"[4, 4, 1]","[4, 4, 4]","[9, 0, 0]","[4, 3, 2]"
grover-noancilla_indep_qiskit_9,9,55083,55074,9,45930,3,1.2,4,39485.0,86470.0,2.1899455489426365,919.8548212051392,251.81884598731995,NODE-LEVEL-TIMED,19683,True,"[4, 4, 1]","[4, 4, 4]","[9, 0, 0]","[4, 3, 2]"
grover-noancilla_indep_qiskit_9,9,55083,55074,9,45930,3,1.3,4,39485.0,86470.0,2.1899455489426365,918.3592412471771,250.88982486724854,NODE-LEVEL-TIMED,19683,True,"[4, 4, 1]","[4, 4, 4]","[9, 0, 0]","[4, 3, 2]"
grover-v-chain_indep_qiskit_7,7,1704,1697,7,1413,3,1.0,3,1284.0,2270.0,1.7679127725856698,600.6896071434021,0.1976330280303955,NODE-LEVEL-TIMED,2187,True,"[3, 3, 1]","[3, 3, 3]","[7, 0, 0]","[4, 2, 1]"
grover-v-chain_indep_qiskit_7,7,1704,1697,7,1413,3,1.1,3,1284.0,2270.0,1.7679127725856698,600.692183971405,0.1969318389892578,NODE-LEVEL-TIMED,2187,True,"[3, 3, 1]","[3, 3, 3]","[7, 0, 0]","[4, 2, 1]"
grover-v-chain_indep_qiskit_7,7,1704,1697,7,1413,3,1.2,3,1284.0,2270.0,1.7679127725856698,600.6900537014008,0.19619512557983398,NODE-LEVEL-TIMED,2187,True,"[3, 3, 1]","[3, 3, 3]","[7, 0, 0]","[4, 2, 1]"
grover-v-chain_indep_qiskit_7,7,1704,1697,7,1413,3,1.3,4,923.0,1980.0,2.1451787648970746,601.2350401878357,0.17197012901306152,NODE-LEVEL-TIMED,2187,True,"[4, 3, 0]","[4, 4, 4]","[7, 0, 0]","[4, 2, 1]"
grover-v-chain_indep_qiskit_9,9,4975,4966,9,4132,3,1.0,3,4206.0,7220.0,1.7165953399904899,603.4585437774658,1.858057975769043,NODE-LEVEL-TIMED,19683,True,"[3, 3, 3]","[3, 3, 3]","[9, 0, 0]","[5, 2, 2]"
grover-v-chain_indep_qiskit_9,9,4975,4966,9,4132,3,1.1,4,2945.0,6720.0,2.2818336162988118,622.5493628978729,1.8255400657653809,NODE-LEVEL-TIMED,19683,True,"[4, 4, 1]","[4, 4, 3]","[9, 0, 0]","[4, 3, 2]"
grover-v-chain_indep_qiskit_9,9,4975,4966,9,4132,3,1.2,4,2945.0,6720.0,2.2818336162988118,622.3689308166504,1.8360600471496582,NODE-LEVEL-TIMED,19683,True,"[4, 4, 1]","[4, 4, 3]","[9, 0, 0]","[4, 3, 2]"
