circuit,num_qubits,num_nodes,num_quantum_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,optimal_qubit_counts,heuristic_qubit_counts
qnn_indep_qiskit_8,8,818,810,691,3,1.2,4,69,120.0,1.7391304347826086,1.4560039043426514,0.06205391883850098,QUBIT-LEVEL,"[4, 4, 0]","[4, 4, 4]"
portfoliovqe_indep_qiskit_8,8,552,544,460,3,1.0,3,68,56.0,0.8235294117647058,0.3558790683746338,0.037856101989746094,QUBIT-LEVEL,"[3, 3, 2]","[3, 3, 3]"
portfoliovqe_indep_qiskit_8,8,552,544,460,3,1.1,3,68,56.0,0.8235294117647058,0.48114824295043945,0.05629420280456543,QUBIT-LEVEL,"[3, 3, 2]","[3, 3, 3]"
portfoliovqe_indep_qiskit_8,8,552,544,460,3,1.2,4,52,75.0,1.4423076923076923,0.9747889041900635,0.028584003448486328,QUBIT-LEVEL,"[4, 4, 0]","[4, 4, 4]"
qwalk-noancilla_indep_qiskit_3,3,109,106,88,3,1.0,1,14,14.0,1.0,0.0006718635559082031,0.0014548301696777344,QUBIT-LEVEL,"[1, 1, 1]","[1, 1, 1]"
qwalk-noancilla_indep_qiskit_3,3,109,106,88,3,1.1,2,7,18.0,2.5714285714285716,0.0012171268463134766,0.0013759136199951172,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 2]"
qwalk-noancilla_indep_qiskit_3,3,109,106,88,3,1.2,2,7,18.0,2.5714285714285716,0.0013391971588134766,0.0013859272003173828,QUBIT-LEVEL,"[2, 1, 0]","[2, 2, 2]"
qaoa_indep_qiskit_5,5,85,80,70,3,1.0,2,9,13.0,1.4444444444444444,0.0035338401794433594,0.0012519359588623047,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
qaoa_indep_qiskit_5,5,85,80,70,3,1.1,2,9,13.0,1.4444444444444444,0.003154754638671875,0.0015141963958740234,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
qaoa_indep_qiskit_5,5,85,80,70,3,1.2,2,9,13.0,1.4444444444444444,0.0031461715698242188,0.0011892318725585938,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
pricingcall_indep_qiskit_5,5,170,165,139,3,1.0,2,11,28.0,2.5454545454545454,0.00656890869140625,0.004178047180175781,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
pricingcall_indep_qiskit_5,5,170,165,139,3,1.1,2,11,28.0,2.5454545454545454,0.0062830448150634766,0.004256010055541992,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
pricingcall_indep_qiskit_5,5,170,165,139,3,1.2,2,11,28.0,2.5454545454545454,0.006318092346191406,0.004277944564819336,QUBIT-LEVEL,"[2, 2, 1]","[2, 2, 2]"
qpeinexact_indep_qiskit_10,10,332,323,273,3,1.0,4,37,42.0,1.135135135135135,2.753291130065918,0.012393951416015625,QUBIT-LEVEL,"[4, 4, 2]","[4, 4, 4]"
qpeinexact_indep_qiskit_10,10,332,323,273,3,1.1,4,37,42.0,1.135135135135135,2.6647469997406006,0.013096094131469727,QUBIT-LEVEL,"[4, 4, 2]","[4, 4, 4]"
qpeinexact_indep_qiskit_10,10,332,323,273,3,1.2,4,37,42.0,1.135135135135135,2.6386940479278564,0.02108621597290039,QUBIT-LEVEL,"[4, 4, 2]","[4, 4, 4]"
twolocalrandom_indep_qiskit_4,4,132,128,110,3,1.0,2,14,24.0,1.7142857142857142,0.008175134658813477,0.003110170364379883,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
twolocalrandom_indep_qiskit_4,4,132,128,110,3,1.1,2,14,24.0,1.7142857142857142,0.0032172203063964844,0.0031790733337402344,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
twolocalrandom_indep_qiskit_4,4,132,128,110,3,1.2,2,14,24.0,1.7142857142857142,0.0031921863555908203,0.0023140907287597656,QUBIT-LEVEL,"[2, 2, 0]","[2, 2, 2]"
wstate_indep_qiskit_12,12,179,167,145,3,1.0,4,12,15.0,1.25,2.7941551208496094,0.0039479732513427734,QUBIT-LEVEL,"[4, 4, 4]","[4, 4, 4]"
