circuit,num_qubits,num_nodes,num_quantum_nodes,num_classical_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,partitions_checked,search_completed,optimal_qubit_counts,heuristic_qubit_counts,optimal_classical_counts,heuristic_classical_counts
qaoa_indep_qiskit_5,5,85,80,5,70,3,1.2,2,63.0,60.0,0.9523809523809523,0.003556966781616211,0.0009751319885253906,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
qaoa_indep_qiskit_5,5,85,80,5,70,3,1.3,3,42.0,70.0,1.6666666666666667,0.0070648193359375,0.0008840560913085938,TIMED-QUBIT-LEVEL,243,True,"[3, 2, 0]","[3, 3, 3]","[5, 0, 0]","[3, 2, 0]"
pricingcall_indep_qiskit_5,5,170,165,5,139,3,1.0,2,83.0,190.0,2.289156626506024,0.00637507438659668,0.002825021743774414,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
pricingcall_indep_qiskit_5,5,170,165,5,139,3,1.1,2,83.0,190.0,2.289156626506024,0.006474018096923828,0.0027840137481689453,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
pricingcall_indep_qiskit_5,5,170,165,5,139,3,1.2,2,83.0,190.0,2.289156626506024,0.00639796257019043,0.0027980804443359375,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
pricingcall_indep_qiskit_5,5,170,165,5,139,3,1.3,3,72.0,190.0,2.638888888888889,0.01666712760925293,0.0029098987579345703,TIMED-QUBIT-LEVEL,243,True,"[3, 2, 0]","[3, 3, 3]","[5, 0, 0]","[3, 2, 0]"
twolocalrandom_indep_qiskit_4,4,132,128,4,110,3,1.0,2,122.0,160.0,1.3114754098360655,0.006016969680786133,0.0019681453704833984,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[2, 1, 1]"
twolocalrandom_indep_qiskit_4,4,132,128,4,110,3,1.1,2,122.0,160.0,1.3114754098360655,0.003482818603515625,0.001967906951904297,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[2, 1, 1]"
twolocalrandom_indep_qiskit_4,4,132,128,4,110,3,1.2,2,122.0,160.0,1.3114754098360655,0.002989053726196289,0.002123117446899414,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[2, 1, 1]"
twolocalrandom_indep_qiskit_4,4,132,128,4,110,3,1.3,2,122.0,160.0,1.3114754098360655,0.00308990478515625,0.001967191696166992,TIMED-QUBIT-LEVEL,81,True,"[2, 2, 0]","[2, 2, 2]","[4, 0, 0]","[2, 1, 1]"
ghz_indep_qiskit_5,5,35,30,5,26,3,1.0,2,23.0,20.0,0.8695652173913043,0.0039520263671875,0.0003161430358886719,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
ghz_indep_qiskit_5,5,35,30,5,26,3,1.1,2,23.0,20.0,0.8695652173913043,0.001827239990234375,0.0003261566162109375,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
ghz_indep_qiskit_5,5,35,30,5,26,3,1.2,2,23.0,20.0,0.8695652173913043,0.0017170906066894531,0.00028705596923828125,TIMED-QUBIT-LEVEL,243,True,"[2, 2, 1]","[2, 2, 2]","[5, 0, 0]","[3, 1, 1]"
